[0.007s][debug][gc,heap] Minimum heap 5368709120  Initial heap 5368709120  Maximum heap 12884901888
[0.007s][info ][gc,init] Initializing The Z Garbage Collector
[0.007s][info ][gc,init] Version: 25+37-LTS-jvmci-b01 (release)
[0.007s][info ][gc,init] NUMA Support: Disabled
[0.007s][info ][gc,init] CPUs: 20 total, 20 available
[0.007s][info ][gc,init] Memory: 31764M
[0.007s][info ][gc,init] Large Page Support: Disabled
[0.008s][info ][gc,init] Address Space Size: unlimited
[0.008s][debug][gc,init] Reserved Space: limit 4096G, desired 192G, requested 192G
[0.008s][info ][gc,init] Reserved Space Type: Contiguous/Unrestricted/Complete
[0.008s][info ][gc,init] Reserved Space Size: 192G
[0.008s][info ][gc,init] Heap Backing File: /memfd:java_heap
[0.008s][info ][gc,init] Heap Backing Filesystem: tmpfs (0x1021994)
[0.008s][info ][gc,init] Min Capacity: 5120M
[0.008s][info ][gc,init] Initial Capacity: 5120M
[0.008s][info ][gc,init] Max Capacity: 12288M
[0.008s][info ][gc,init] Soft Max Capacity: 12288M
[0.008s][info ][gc,init] Page Size Medium: Range [4M, 32M]
[0.008s][info ][gc,init] Pre-touch: Enabled
[0.008s][info ][gc,init] Available space on backing filesystem: N/A
[0.009s][info ][gc,init] Uncommit: Enabled
[0.009s][info ][gc,init] Uncommit Delay: 300s
[0.009s][info ][gc,init] GC Workers for Old Generation: 5 (dynamic)
[0.009s][info ][gc,init] GC Workers for Young Generation: 5 (dynamic)
[0.807s][debug][gc,task] Executing ZPreTouchTask using ZWorkerOld with 5 workers
[1.095s][info ][gc,init] GC Workers Max: 5 (dynamic)
[1.096s][info ][gc,init] Runtime Workers: 12
[1.096s][info ][gc     ] Using The Z Garbage Collector
[1.106s][info ][gc,metaspace] CDS archive(s) not mapped
[1.106s][info ][gc,metaspace] Compressed class space mapped at: 0x000000006c000000-0x00000000ac000000, reserved size: 1073741824
[1.106s][info ][gc,metaspace] UseCompressedClassPointers 1, UseCompactObjectHeaders 0
[1.106s][info ][gc,metaspace] Narrow klass pointer bits 32, Max shift 3
[1.106s][info ][gc,metaspace] Narrow klass base: 0x0000000000000000, Narrow klass shift: 0
[1.106s][info ][gc,metaspace] Encoding Range: [0x0000000000000000 - 0x0000000100000000), (4294967296 bytes)
[1.107s][info ][gc,metaspace] Klass Range:    [0x000000006c000000 - 0x00000000ac000000), (1073741824 bytes)
[1.107s][info ][gc,metaspace] Klass ID Range:  [1811939328 - 2885681145) (1073741817)
[1.107s][info ][gc,metaspace] No protection zone.
[1,141s][debug][gc,heap     ] Uncommitter (0) Timeout: 300000ms
[1,143s][debug][gc,nmethod  ] Register NMethod: jdk.internal.util.ArraysSupport.unsignedHashCode (0x00007ab287400008) [0x00007ab287400100, 0x00007ab287400310] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[4,409s][debug][gc,director    ] Rule Minor: High Usage, Free: 10824MB(88,1%)
[4,419s][debug][gc,director    ] Rule Major: Warmup 20%, Used: 1438MB, UsedThreshold: 2457MB
[4,419s][debug][gc,director    ] Select Minor GC Workers (Not Warm), GCWorkers: 5,000
[4,419s][debug][gc,director    ] Rule Minor: Allocation Rate (Dynamic GC Workers), MaxAllocRate: 500,7MB/s (+/-28,9%), Free: 10808MB, GCCPUTime: 2,913, GCDuration: 0,588s, TimeUntilOOM: 16,743s, TimeUntilGC: 16,156s, GCWorkers: 5
[4,419s][debug][gc,director    ] Select Minor GC Workers (Not Warm), GCWorkers: 5,000
[4,419s][debug][gc,director    ] Rule Minor: Allocation Rate (Dynamic GC Workers), MaxAllocRate: 1989,2MB/s (+/-28,9%), Free: 10808MB, GCCPUTime: 2,913, GCDuration: 0,588s, TimeUntilOOM: 4,215s, TimeUntilGC: 3,627s, GCWorkers: 5
[4,419s][debug][gc,director    ] Rule Minor: High Usage, Free: 10808MB(88,0%)
[4,429s][debug][gc,director    ] Rule Major: Warmup 20%, Used: 1452MB, UsedThreshold: 2457MB
[4,429s][debug][gc,director    ] Select Minor GC Workers (Not Warm), GCWorkers: 5,000
[4,429s][debug][gc,director    ] Rule Minor: Allocation Rate (Dynamic GC Workers), MaxAllocRate: 500,7MB/s (+/-28,9%), Free: 10794MB, GCCPUTime: 2,913, GCDuration: 0,588s, TimeUntilOOM: 16,722s, TimeUntilGC: 16,134s, GCWorkers: 5
[4,429s][debug][gc,director    ] Select Minor GC Workers (Not Warm), GCWorkers: 5,000
[4,429s][debug][gc,director    ] Rule Minor: Allocation Rate (Dynamic GC Workers), MaxAllocRate: 1989,2MB/s (+/-28,9%), Free: 10794MB, GCCPUTime: 2,913, GCDuration: 0,588s, TimeUntilOOM: 4,209s, TimeUntilGC: 3,621s, GCWorkers: 5
[4,429s][debug][gc,director    ] Rule Minor: High Usage, Free: 10794MB(87,8%)
[4,440s][debug][gc,director    ] Rule Major: Warmup 20%, Used: 1468MB, UsedThreshold: 2457MB
[4,440s][debug][gc,director    ] Select Minor GC Workers (Not Warm), GCWorkers: 5,000
[4,440s][debug][gc,director    ] Rule Minor: Allocation Rate (Dynamic GC Workers), MaxAllocRate: 500,7MB/s (+/-28,9%), Free: 10778MB, GCCPUTime: 2,913, GCDuration: 0,588s, TimeUntilOOM: 16,697s, TimeUntilGC: 16,109s, GCWorkers: 5
[4,440s][debug][gc,director    ] Select Minor GC Workers (Not Warm), GCWorkers: 5,000
[4,440s][debug][gc,director    ] Rule Minor: Allocation Rate (Dynamic GC Workers), MaxAllocRate: 1989,2MB/s (+/-28,9%), Free: 10778MB, GCCPUTime: 2,913, GCDuration: 0,588s, TimeUntilOOM: 4,203s, TimeUntilGC: 3,615s, GCWorkers: 5
[4,440s][debug][gc,director    ] Rule Minor: High Usage, Free: 10778MB(87,7%)
[4,441s][debug][gc,alloc       ] Mutator Allocation Rate: 717,4MB/s Predicted: 770,6MB/s, Avg: 509,4(+/-148,1)MB/s
[4,441s][debug][gc,director    ] Rule Major: Warmup 20%, Used: 1472MB, UsedThreshold: 2457MB
[4,441s][debug][gc,director    ] Select Minor GC Workers (Not Warm), GCWorkers: 5,000
[4,441s][debug][gc,director    ] Rule Minor: Allocation Rate (Dynamic GC Workers), MaxAllocRate: 509,4MB/s (+/-29,1%), Free: 10774MB, GCCPUTime: 2,913, GCDuration: 0,588s, TimeUntilOOM: 16,387s, TimeUntilGC: 15,799s, GCWorkers: 5
[4,441s][debug][gc,director    ] Select Minor GC Workers (Not Warm), GCWorkers: 5,000
[4,442s][debug][gc,director    ] Rule Minor: Allocation Rate (Dynamic GC Workers), MaxAllocRate: 2028,4MB/s (+/-29,1%), Free: 10774MB, GCCPUTime: 2,913, GCDuration: 0,588s, TimeUntilOOM: 4,115s, TimeUntilGC: 3,527s, GCWorkers: 5
[4,442s][debug][gc,director    ] Rule Minor: High Usage, Free: 10774MB(87,7%)
[4,452s][debug][gc,director    ] Rule Major: Warmup 20%, Used: 1486MB, UsedThreshold: 2457MB
[4,452s][debug][gc,director    ] Select Minor GC Workers (Not Warm), GCWorkers: 5,000
[4,452s][debug][gc,director    ] Rule Minor: Allocation Rate (Dynamic GC Workers), MaxAllocRate: 509,4MB/s (+/-29,1%), Free: 10760MB, GCCPUTime: 2,913, GCDuration: 0,588s, TimeUntilOOM: 16,366s, TimeUntilGC: 15,778s, GCWorkers: 5
[4,452s][debug][gc,director    ] Select Minor GC Workers (Not Warm), GCWorkers: 5,000
[4,452s][debug][gc,director    ] Rule Minor: Allocation Rate (Dynamic GC Workers), MaxAllocRate: 2028,4MB/s (+/-29,1%), Free: 10760MB, GCCPUTime: 2,913, GCDuration: 0,588s, TimeUntilOOM: 4,110s, TimeUntilGC: 3,522s, GCWorkers: 5
[4,452s][debug][gc,director    ] Rule Minor: High Usage, Free: 10760MB(87,6%)
[4,457s][debug][gc,nmethod     ] Register NMethod: java.util.HashMap$KeySet.iterator (0x00007ab2a6cd3588) [0x00007ab2a6cd3680, 0x00007ab2a6cd3af0] Compiler: jvmci, Barriers: 10, Oops: 1, ImmediateOops: 0, NonImmediateOops: No
[4,462s][debug][gc,director    ] Rule Major: Warmup 20%, Used: 1500MB, UsedThreshold: 2457MB
[4,462s][debug][gc,director    ] Select Minor GC Workers (Not Warm), GCWorkers: 5,000
[4,462s][debug][gc,director    ] Rule Minor: Allocation Rate (Dynamic GC Workers), MaxAllocRate: 509,4MB/s (+/-29,1%), Free: 10746MB, GCCPUTime: 2,913, GCDuration: 0,588s, TimeUntilOOM: 16,344s, TimeUntilGC: 15,757s, GCWorkers: 5
[4,462s][debug][gc,director    ] Select Minor GC Workers (Not Warm), GCWorkers: 5,000
[4,462s][debug][gc,director    ] Rule Minor: Allocation Rate (Dynamic GC Workers), MaxAllocRate: 2028,4MB/s (+/-29,1%), Free: 10746MB, GCCPUTime: 2,913, GCDuration: 0,588s, TimeUntilOOM: 4,104s, TimeUntilGC: 3,517s, GCWorkers: 5
[4,462s][debug][gc,director    ] Rule Minor: High Usage, Free: 10746MB(87,5%)
[4,472s][debug][gc,director    ] Rule Major: Warmup 20%, Used: 1514MB, UsedThreshold: 2457MB
[4,472s][debug][gc,director    ] Select Minor GC Workers (Not Warm), GCWorkers: 5,000
[4,472s][debug][gc,director    ] Rule Minor: Allocation Rate (Dynamic GC Workers), MaxAllocRate: 509,4MB/s (+/-29,1%), Free: 10732MB, GCCPUTime: 2,913, GCDuration: 0,588s, TimeUntilOOM: 16,323s, TimeUntilGC: 15,736s, GCWorkers: 5
[4,472s][debug][gc,director    ] Select Minor GC Workers (Not Warm), GCWorkers: 5,000
[4,472s][debug][gc,director    ] Rule Minor: Allocation Rate (Dynamic GC Workers), MaxAllocRate: 2028,4MB/s (+/-29,1%), Free: 10732MB, GCCPUTime: 2,913, GCDuration: 0,588s, TimeUntilOOM: 4,099s, TimeUntilGC: 3,511s, GCWorkers: 5
[4,472s][debug][gc,director    ] Rule Minor: High Usage, Free: 10732MB(87,3%)
[4,482s][debug][gc,director    ] Rule Major: Warmup 20%, Used: 1530MB, UsedThreshold: 2457MB
[4,482s][debug][gc,director    ] Select Minor GC Workers (Not Warm), GCWorkers: 5,000
[4,482s][debug][gc,director    ] Rule Minor: Allocation Rate (Dynamic GC Workers), MaxAllocRate: 509,4MB/s (+/-29,1%), Free: 10716MB, GCCPUTime: 2,913, GCDuration: 0,588s, TimeUntilOOM: 16,299s, TimeUntilGC: 15,711s, GCWorkers: 5
[4,482s][debug][gc,director    ] Select Minor GC Workers (Not Warm), GCWorkers: 5,000
[4,482s][debug][gc,director    ] Rule Minor: Allocation Rate (Dynamic GC Workers), MaxAllocRate: 2028,4MB/s (+/-29,1%), Free: 10716MB, GCCPUTime: 2,913, GCDuration: 0,588s, TimeUntilOOM: 4,093s, TimeUntilGC: 3,505s, GCWorkers: 5
[4,482s][debug][gc,director    ] Rule Minor: High Usage, Free: 10716MB(87,2%)
[4,492s][debug][gc,director    ] Rule Major: Warmup 20%, Used: 1546MB, UsedThreshold: 2457MB
[4,492s][debug][gc,director    ] Select Minor GC Workers (Not Warm), GCWorkers: 5,000
[4,492s][debug][gc,director    ] Rule Minor: Allocation Rate (Dynamic GC Workers), MaxAllocRate: 509,4MB/s (+/-29,1%), Free: 10700MB, GCCPUTime: 2,913, GCDuration: 0,588s, TimeUntilOOM: 16,274s, TimeUntilGC: 15,687s, GCWorkers: 5
[4,492s][debug][gc,director    ] Select Minor GC Workers (Not Warm), GCWorkers: 5,000
[4,492s][debug][gc,director    ] Rule Minor: Allocation Rate (Dynamic GC Workers), MaxAllocRate: 2028,4MB/s (+/-29,1%), Free: 10700MB, GCCPUTime: 2,913, GCDuration: 0,588s, TimeUntilOOM: 4,087s, TimeUntilGC: 3,499s, GCWorkers: 5
[4,492s][debug][gc,director    ] Rule Minor: High Usage, Free: 10700MB(87,1%)
[4,503s][debug][gc,director    ] Rule Major: Warmup 20%, Used: 1560MB, UsedThreshold: 2457MB
[4,503s][debug][gc,director    ] Select Minor GC Workers (Not Warm), GCWorkers: 5,000
[4,503s][debug][gc,director    ] Rule Minor: Allocation Rate (Dynamic GC Workers), MaxAllocRate: 509,4MB/s (+/-29,1%), Free: 10686MB, GCCPUTime: 2,913, GCDuration: 0,588s, TimeUntilOOM: 16,253s, TimeUntilGC: 15,666s, GCWorkers: 5
[4,503s][debug][gc,director    ] Select Minor GC Workers (Not Warm), GCWorkers: 5,000
[4,503s][debug][gc,director    ] Rule Minor: Allocation Rate (Dynamic GC Workers), MaxAllocRate: 2028,4MB/s (+/-29,1%), Free: 10686MB, GCCPUTime: 2,913, GCDuration: 0,588s, TimeUntilOOM: 4,081s, TimeUntilGC: 3,494s, GCWorkers: 5
[4,503s][debug][gc,director    ] Rule Minor: High Usage, Free: 10686MB(87,0%)
[4,507s][debug][gc,alloc       ] Mutator Allocation Rate: 731,8MB/s Predicted: 784,7MB/s, Avg: 517,9(+/-151,4)MB/s
[4,507s][debug][gc,director    ] Rule Major: Warmup 20%, Used: 1568MB, UsedThreshold: 2457MB
[4,507s][debug][gc,director    ] Select Minor GC Workers (Not Warm), GCWorkers: 5,000
[4,507s][debug][gc,director    ] Rule Minor: Allocation Rate (Dynamic GC Workers), MaxAllocRate: 517,9MB/s (+/-29,2%), Free: 10678MB, GCCPUTime: 2,913, GCDuration: 0,588s, TimeUntilOOM: 15,954s, TimeUntilGC: 15,366s, GCWorkers: 5
[4,507s][debug][gc,director    ] Select Minor GC Workers (Not Warm), GCWorkers: 5,000
[4,507s][debug][gc,director    ] Rule Minor: Allocation Rate (Dynamic GC Workers), MaxAllocRate: 2067,5MB/s (+/-29,2%), Free: 10678MB, GCCPUTime: 2,913, GCDuration: 0,588s, TimeUntilOOM: 3,996s, TimeUntilGC: 3,409s, GCWorkers: 5
[4,507s][debug][gc,director    ] Rule Minor: High Usage, Free: 10678MB(86,9%)
[4,517s][debug][gc,director    ] Rule Major: Warmup 20%, Used: 1582MB, UsedThreshold: 2457MB
[4,517s][debug][gc,director    ] Select Minor GC Workers (Not Warm), GCWorkers: 5,000
[4,517s][debug][gc,director    ] Rule Minor: Allocation Rate (Dynamic GC Workers), MaxAllocRate: 517,9MB/s (+/-29,2%), Free: 10664MB, GCCPUTime: 2,913, GCDuration: 0,588s, TimeUntilOOM: 15,933s, TimeUntilGC: 15,345s, GCWorkers: 5
[4,517s][debug][gc,director    ] Select Minor GC Workers (Not Warm), GCWorkers: 5,000
[4,517s][debug][gc,director    ] Rule Minor: Allocation Rate (Dynamic GC Workers), MaxAllocRate: 2067,5MB/s (+/-29,2%), Free: 10664MB, GCCPUTime: 2,913, GCDuration: 0,588s, TimeUntilOOM: 3,991s, TimeUntilGC: 3,404s, GCWorkers: 5
[4,517s][debug][gc,director    ] Rule Minor: High Usage, Free: 10664MB(86,8%)
[4,527s][debug][gc,director    ] Rule Major: Warmup 20%, Used: 1598MB, UsedThreshold: 2457MB
[4,527s][debug][gc,director    ] Select Minor GC Workers (Not Warm), GCWorkers: 5,000
[4,527s][debug][gc,director    ] Rule Minor: Allocation Rate (Dynamic GC Workers), MaxAllocRate: 517,9MB/s (+/-29,2%), Free: 10648MB, GCCPUTime: 2,913, GCDuration: 0,588s, TimeUntilOOM: 15,909s, TimeUntilGC: 15,321s, GCWorkers: 5
[4,527s][debug][gc,director    ] Select Minor GC Workers (Not Warm), GCWorkers: 5,000
[4,527s][debug][gc,director    ] Rule Minor: Allocation Rate (Dynamic GC Workers), MaxAllocRate: 2067,5MB/s (+/-29,2%), Free: 10648MB, GCCPUTime: 2,913, GCDuration: 0,588s, TimeUntilOOM: 3,985s, TimeUntilGC: 3,398s, GCWorkers: 5
[4,527s][debug][gc,director    ] Rule Minor: High Usage, Free: 10648MB(86,7%)
[4,537s][debug][gc,nmethod     ] Register NMethod: io.sirix.service.xml.shredder.XmlShredder.insertNewContent (0x00007ab2a6eb7308) [0x00007ab2a6eb7400, 0x00007ab2a6ecb780] Compiler: jvmci, Barriers: 549, Oops: 17, ImmediateOops: 15, NonImmediateOops: No
[4,537s][debug][gc,director    ] Rule Major: Warmup 20%, Used: 1612MB, UsedThreshold: 2457MB
[4,538s][debug][gc,director    ] Select Minor GC Workers (Not Warm), GCWorkers: 5,000
[4,538s][debug][gc,director    ] Rule Minor: Allocation Rate (Dynamic GC Workers), MaxAllocRate: 517,9MB/s (+/-29,2%), Free: 10634MB, GCCPUTime: 2,913, GCDuration: 0,588s, TimeUntilOOM: 15,888s, TimeUntilGC: 15,300s, GCWorkers: 5
[4,538s][debug][gc,director    ] Select Minor GC Workers (Not Warm), GCWorkers: 5,000
[4,538s][debug][gc,director    ] Rule Minor: Allocation Rate (Dynamic GC Workers), MaxAllocRate: 2067,5MB/s (+/-29,2%), Free: 10634MB, GCCPUTime: 2,913, GCDuration: 0,588s, TimeUntilOOM: 3,980s, TimeUntilGC: 3,392s, GCWorkers: 5
[4,538s][debug][gc,director    ] Rule Minor: High Usage, Free: 10634MB(86,5%)
[4,548s][debug][gc,director    ] Rule Major: Warmup 20%, Used: 1628MB, UsedThreshold: 2457MB
[4,548s][debug][gc,director    ] Select Minor GC Workers (Not Warm), GCWorkers: 5,000
[4,548s][debug][gc,director    ] Rule Minor: Allocation Rate (Dynamic GC Workers), MaxAllocRate: 517,9MB/s (+/-29,2%), Free: 10618MB, GCCPUTime: 2,913, GCDuration: 0,588s, TimeUntilOOM: 15,864s, TimeUntilGC: 15,276s, GCWorkers: 5
[4,548s][debug][gc,director    ] Select Minor GC Workers (Not Warm), GCWorkers: 5,000
[4,548s][debug][gc,director    ] Rule Minor: Allocation Rate (Dynamic GC Workers), MaxAllocRate: 2067,5MB/s (+/-29,2%), Free: 10618MB, GCCPUTime: 2,913, GCDuration: 0,588s, TimeUntilOOM: 3,974s, TimeUntilGC: 3,386s, GCWorkers: 5
[4,548s][debug][gc,director    ] Rule Minor: High Usage, Free: 10618MB(86,4%)
[4,558s][debug][gc,director    ] Rule Major: Warmup 20%, Used: 1644MB, UsedThreshold: 2457MB
[4,558s][debug][gc,director    ] Select Minor GC Workers (Not Warm), GCWorkers: 5,000
[4,558s][debug][gc,director    ] Rule Minor: Allocation Rate (Dynamic GC Workers), MaxAllocRate: 517,9MB/s (+/-29,2%), Free: 10602MB, GCCPUTime: 2,913, GCDuration: 0,588s, TimeUntilOOM: 15,840s, TimeUntilGC: 15,252s, GCWorkers: 5
[4,558s][debug][gc,director    ] Select Minor GC Workers (Not Warm), GCWorkers: 5,000
[4,558s][debug][gc,director    ] Rule Minor: Allocation Rate (Dynamic GC Workers), MaxAllocRate: 2067,5MB/s (+/-29,2%), Free: 10602MB, GCCPUTime: 2,913, GCDuration: 0,588s, TimeUntilOOM: 3,968s, TimeUntilGC: 3,380s, GCWorkers: 5
[4,558s][debug][gc,director    ] Rule Minor: High Usage, Free: 10602MB(86,3%)
[4,568s][debug][gc,director    ] Rule Major: Warmup 20%, Used: 1660MB, UsedThreshold: 2457MB
[4,568s][debug][gc,director    ] Select Minor GC Workers (Not Warm), GCWorkers: 5,000
[4,568s][debug][gc,director    ] Rule Minor: Allocation Rate (Dynamic GC Workers), MaxAllocRate: 517,9MB/s (+/-29,2%), Free: 10586MB, GCCPUTime: 2,913, GCDuration: 0,588s, TimeUntilOOM: 15,816s, TimeUntilGC: 15,228s, GCWorkers: 5
[4,568s][debug][gc,director    ] Select Minor GC Workers (Not Warm), GCWorkers: 5,000
[4,568s][debug][gc,director    ] Rule Minor: Allocation Rate (Dynamic GC Workers), MaxAllocRate: 2067,5MB/s (+/-29,2%), Free: 10586MB, GCCPUTime: 2,913, GCDuration: 0,588s, TimeUntilOOM: 3,962s, TimeUntilGC: 3,374s, GCWorkers: 5
[4,568s][debug][gc,director    ] Rule Minor: High Usage, Free: 10586MB(86,1%)
[4,571s][debug][gc,alloc       ] Mutator Allocation Rate: 746,0MB/s Predicted: 798,7MB/s, Avg: 526,4(+/-154,7)MB/s
[4,571s][debug][gc,director    ] Rule Major: Warmup 20%, Used: 1664MB, UsedThreshold: 2457MB
[4,571s][debug][gc,director    ] Select Minor GC Workers (Not Warm), GCWorkers: 5,000
[4,571s][debug][gc,director    ] Rule Minor: Allocation Rate (Dynamic GC Workers), MaxAllocRate: 526,4MB/s (+/-29,4%), Free: 10582MB, GCCPUTime: 2,913, GCDuration: 0,588s, TimeUntilOOM: 15,538s, TimeUntilGC: 14,950s, GCWorkers: 5
[4,571s][debug][gc,director    ] Select Minor GC Workers (Not Warm), GCWorkers: 5,000
[4,571s][debug][gc,director    ] Rule Minor: Allocation Rate (Dynamic GC Workers), MaxAllocRate: 2106,4MB/s (+/-29,4%), Free: 10582MB, GCCPUTime: 2,913, GCDuration: 0,588s, TimeUntilOOM: 3,883s, TimeUntilGC: 3,295s, GCWorkers: 5
[4,571s][debug][gc,director    ] Rule Minor: High Usage, Free: 10582MB(86,1%)
[4,581s][debug][gc,director    ] Rule Major: Warmup 20%, Used: 1678MB, UsedThreshold: 2457MB
[4,581s][debug][gc,director    ] Select Minor GC Workers (Not Warm), GCWorkers: 5,000
[4,581s][debug][gc,director    ] Rule Minor: Allocation Rate (Dynamic GC Workers), MaxAllocRate: 526,4MB/s (+/-29,4%), Free: 10568MB, GCCPUTime: 2,913, GCDuration: 0,588s, TimeUntilOOM: 15,517s, TimeUntilGC: 14,930s, GCWorkers: 5
[4,581s][debug][gc,director    ] Select Minor GC Workers (Not Warm), GCWorkers: 5,000
[4,581s][debug][gc,director    ] Rule Minor: Allocation Rate (Dynamic GC Workers), MaxAllocRate: 2106,4MB/s (+/-29,4%), Free: 10568MB, GCCPUTime: 2,913, GCDuration: 0,588s, TimeUntilOOM: 3,878s, TimeUntilGC: 3,290s, GCWorkers: 5
[4,581s][debug][gc,director    ] Rule Minor: High Usage, Free: 10568MB(86,0%)
[4,591s][debug][gc,director    ] Rule Major: Warmup 20%, Used: 1694MB, UsedThreshold: 2457MB
[4,591s][debug][gc,director    ] Select Minor GC Workers (Not Warm), GCWorkers: 5,000
[4,591s][debug][gc,director    ] Rule Minor: Allocation Rate (Dynamic GC Workers), MaxAllocRate: 526,4MB/s (+/-29,4%), Free: 10552MB, GCCPUTime: 2,913, GCDuration: 0,588s, TimeUntilOOM: 15,494s, TimeUntilGC: 14,906s, GCWorkers: 5
[4,591s][debug][gc,director    ] Select Minor GC Workers (Not Warm), GCWorkers: 5,000
[4,591s][debug][gc,director    ] Rule Minor: Allocation Rate (Dynamic GC Workers), MaxAllocRate: 2106,4MB/s (+/-29,4%), Free: 10552MB, GCCPUTime: 2,913, GCDuration: 0,588s, TimeUntilOOM: 3,872s, TimeUntilGC: 3,284s, GCWorkers: 5
[4,591s][debug][gc,director    ] Rule Minor: High Usage, Free: 10552MB(85,9%)
[4,601s][debug][gc,director    ] Rule Major: Warmup 20%, Used: 1710MB, UsedThreshold: 2457MB
[4,601s][debug][gc,director    ] Select Minor GC Workers (Not Warm), GCWorkers: 5,000
[4,601s][debug][gc,director    ] Rule Minor: Allocation Rate (Dynamic GC Workers), MaxAllocRate: 526,4MB/s (+/-29,4%), Free: 10536MB, GCCPUTime: 2,913, GCDuration: 0,588s, TimeUntilOOM: 15,470s, TimeUntilGC: 14,883s, GCWorkers: 5
[4,601s][debug][gc,director    ] Select Minor GC Workers (Not Warm), GCWorkers: 5,000
[4,601s][debug][gc,director    ] Rule Minor: Allocation Rate (Dynamic GC Workers), MaxAllocRate: 2106,4MB/s (+/-29,4%), Free: 10536MB, GCCPUTime: 2,913, GCDuration: 0,588s, TimeUntilOOM: 3,866s, TimeUntilGC: 3,278s, GCWorkers: 5
[4,601s][debug][gc,director    ] Rule Minor: High Usage, Free: 10536MB(85,7%)
[4,611s][debug][gc,director    ] Rule Major: Warmup 20%, Used: 1726MB, UsedThreshold: 2457MB
[4,611s][debug][gc,director    ] Select Minor GC Workers (Not Warm), GCWorkers: 5,000
[4,611s][debug][gc,director    ] Rule Minor: Allocation Rate (Dynamic GC Workers), MaxAllocRate: 526,4MB/s (+/-29,4%), Free: 10520MB, GCCPUTime: 2,913, GCDuration: 0,588s, TimeUntilOOM: 15,447s, TimeUntilGC: 14,859s, GCWorkers: 5
[4,611s][debug][gc,director    ] Select Minor GC Workers (Not Warm), GCWorkers: 5,000
[4,611s][debug][gc,director    ] Rule Minor: Allocation Rate (Dynamic GC Workers), MaxAllocRate: 2106,4MB/s (+/-29,4%), Free: 10520MB, GCCPUTime: 2,913, GCDuration: 0,588s, TimeUntilOOM: 3,860s, TimeUntilGC: 3,272s, GCWorkers: 5
[4,611s][debug][gc,director    ] Rule Minor: High Usage, Free: 10520MB(85,6%)
[4,622s][debug][gc,director    ] Rule Major: Warmup 20%, Used: 1740MB, UsedThreshold: 2457MB
[4,622s][debug][gc,director    ] Select Minor GC Workers (Not Warm), GCWorkers: 5,000
[4,622s][debug][gc,director    ] Rule Minor: Allocation Rate (Dynamic GC Workers), MaxAllocRate: 526,4MB/s (+/-29,4%), Free: 10506MB, GCCPUTime: 2,913, GCDuration: 0,588s, TimeUntilOOM: 15,426s, TimeUntilGC: 14,838s, GCWorkers: 5
[4,622s][debug][gc,director    ] Select Minor GC Workers (Not Warm), GCWorkers: 5,000
[4,622s][debug][gc,director    ] Rule Minor: Allocation Rate (Dynamic GC Workers), MaxAllocRate: 2106,4MB/s (+/-29,4%), Free: 10506MB, GCCPUTime: 2,913, GCDuration: 0,588s, TimeUntilOOM: 3,855s, TimeUntilGC: 3,267s, GCWorkers: 5
[4,622s][debug][gc,director    ] Rule Minor: High Usage, Free: 10506MB(85,5%)
[4,632s][debug][gc,director    ] Rule Major: Warmup 20%, Used: 1756MB, UsedThreshold: 2457MB
[4,632s][debug][gc,director    ] Select Minor GC Workers (Not Warm), GCWorkers: 5,000
[4,632s][debug][gc,director    ] Rule Minor: Allocation Rate (Dynamic GC Workers), MaxAllocRate: 526,4MB/s (+/-29,4%), Free: 10490MB, GCCPUTime: 2,913, GCDuration: 0,588s, TimeUntilOOM: 15,403s, TimeUntilGC: 14,815s, GCWorkers: 5
[4,632s][debug][gc,director    ] Select Minor GC Workers (Not Warm), GCWorkers: 5,000
[4,632s][debug][gc,director    ] Rule Minor: Allocation Rate (Dynamic GC Workers), MaxAllocRate: 2106,4MB/s (+/-29,4%), Free: 10490MB, GCCPUTime: 2,913, GCDuration: 0,588s, TimeUntilOOM: 3,849s, TimeUntilGC: 3,261s, GCWorkers: 5
[4,632s][debug][gc,director    ] Rule Minor: High Usage, Free: 10490MB(85,4%)
[4,634s][debug][gc,alloc       ] Mutator Allocation Rate: 759,6MB/s Predicted: 812,6MB/s, Avg: 534,7(+/-157,9)MB/s
[4,634s][debug][gc,director    ] Rule Major: Warmup 20%, Used: 1760MB, UsedThreshold: 2457MB
[4,634s][debug][gc,director    ] Select Minor GC Workers (Not Warm), GCWorkers: 5,000
[4,634s][debug][gc,director    ] Rule Minor: Allocation Rate (Dynamic GC Workers), MaxAllocRate: 534,7MB/s (+/-29,5%), Free: 10486MB, GCCPUTime: 2,913, GCDuration: 0,588s, TimeUntilOOM: 15,139s, TimeUntilGC: 14,551s, GCWorkers: 5
[4,634s][debug][gc,director    ] Select Minor GC Workers (Not Warm), GCWorkers: 5,000
[4,634s][debug][gc,director    ] Rule Minor: Allocation Rate (Dynamic GC Workers), MaxAllocRate: 2144,9MB/s (+/-29,5%), Free: 10486MB, GCCPUTime: 2,913, GCDuration: 0,588s, TimeUntilOOM: 3,774s, TimeUntilGC: 3,186s, GCWorkers: 5
[4,634s][debug][gc,director    ] Rule Minor: High Usage, Free: 10486MB(85,3%)
[4,645s][debug][gc,director    ] Rule Major: Warmup 20%, Used: 1774MB, UsedThreshold: 2457MB
[4,645s][debug][gc,director    ] Select Minor GC Workers (Not Warm), GCWorkers: 5,000
