[0.005s][debug][gc,heap] Minimum heap 5368709120  Initial heap 5368709120  Maximum heap 12884901888
[0.005s][info ][gc,init] Initializing The Z Garbage Collector
[0.005s][info ][gc,init] Version: 25+37-LTS-jvmci-b01 (release)
[0.005s][info ][gc,init] NUMA Support: Disabled
[0.005s][info ][gc,init] CPUs: 20 total, 20 available
[0.005s][info ][gc,init] Memory: 31764M
[0.005s][info ][gc,init] Large Page Support: Disabled
[0.006s][info ][gc,init] Address Space Size: unlimited
[0.006s][debug][gc,init] Reserved Space: limit 4096G, desired 192G, requested 192G
[0.006s][info ][gc,init] Reserved Space Type: Contiguous/Unrestricted/Complete
[0.006s][info ][gc,init] Reserved Space Size: 192G
[0.006s][info ][gc,init] Heap Backing File: /memfd:java_heap
[0.006s][info ][gc,init] Heap Backing Filesystem: tmpfs (0x1021994)
[0.006s][info ][gc,init] Min Capacity: 5120M
[0.006s][info ][gc,init] Initial Capacity: 5120M
[0.006s][info ][gc,init] Max Capacity: 12288M
[0.006s][info ][gc,init] Soft Max Capacity: 12288M
[0.006s][info ][gc,init] Page Size Medium: Range [4M, 32M]
[0.006s][info ][gc,init] Pre-touch: Enabled
[0.006s][info ][gc,init] Available space on backing filesystem: N/A
[0.006s][info ][gc,init] Uncommit: Enabled
[0.006s][info ][gc,init] Uncommit Delay: 300s
[0.006s][info ][gc,init] GC Workers for Old Generation: 5 (dynamic)
[0.007s][info ][gc,init] GC Workers for Young Generation: 5 (dynamic)
[0.837s][debug][gc,task] Executing ZPreTouchTask using ZWorkerOld with 5 workers
[1.129s][info ][gc,init] GC Workers Max: 5 (dynamic)
[1.130s][info ][gc,init] Runtime Workers: 12
[1.130s][info ][gc     ] Using The Z Garbage Collector
[1.130s][info ][gc,metaspace] CDS archive(s) not mapped
[1.130s][info ][gc,metaspace] Compressed class space mapped at: 0x00000000b3000000-0x00000000f3000000, reserved size: 1073741824
[1.130s][info ][gc,metaspace] UseCompressedClassPointers 1, UseCompactObjectHeaders 0
[1.130s][info ][gc,metaspace] Narrow klass pointer bits 32, Max shift 3
[1.130s][info ][gc,metaspace] Narrow klass base: 0x0000000000000000, Narrow klass shift: 0
[1.130s][info ][gc,metaspace] Encoding Range: [0x0000000000000000 - 0x0000000100000000), (4294967296 bytes)
[1.130s][info ][gc,metaspace] Klass Range:    [0x00000000b3000000 - 0x00000000f3000000), (1073741824 bytes)
[1.130s][info ][gc,metaspace] Klass ID Range:  [3003121664 - 4076863481) (1073741817)
[1.130s][info ][gc,metaspace] No protection zone.
[1,145s][debug][gc,heap     ] Uncommitter (0) Timeout: 300000ms
[1,146s][debug][gc,nmethod  ] Register NMethod: jdk.internal.util.ArraysSupport.unsignedHashCode (0x000072e47f400008) [0x000072e47f400100, 0x000072e47f400310] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[2,583s][debug][gc,nmethod     ] Register NMethod: java.lang.Long.valueOf (0x000072e49ed32708) [0x000072e49ed32800, 0x000072e49ed329a8] Compiler: jvmci, Barriers: 1, Oops: 0, ImmediateOops: 1, NonImmediateOops: No
[2,585s][debug][gc,nmethod     ] Register NMethod: io.sirix.io.filechannel.FileChannelStorage.getDataFilePath (0x000072e47ff09b88) [0x000072e47ff09c80, 0x000072e47ff0a6a8] Compiler: c1, Barriers: 3, Oops: 2, ImmediateOops: 2, NonImmediateOops: No
[2,586s][debug][gc,nmethod     ] Register NMethod: com.github.benmanes.caffeine.cache.Node.inWindow (0x000072e47ff0a708) [0x000072e47ff0a800, 0x000072e47ff0ab48] Compiler: c1, Barriers: 0, Oops: 1, ImmediateOops: 0, NonImmediateOops: No
[2,586s][debug][gc,nmethod     ] Register NMethod: java.util.concurrent.ForkJoinPool.deactivate (0x000072e49ed32a08) [0x000072e49ed32b00, 0x000072e49ed33950] Compiler: jvmci, Barriers: 28, Oops: 0, ImmediateOops: 1, NonImmediateOops: No
[2,586s][debug][gc,nmethod     ] Register NMethod: it.unimi.dsi.fastutil.ints.Int2LongOpenHashMap.<init> (0x000072e47ff0ab88) [0x000072e47ff0aca0, 0x000072e47ff0add8] Compiler: c1, Barriers: 0, Oops: 1, ImmediateOops: 0, NonImmediateOops: No
[2,586s][debug][gc,nmethod     ] Register NMethod: it.unimi.dsi.fastutil.ints.Int2IntOpenHashMap.<init> (0x000072e47ff0ae88) [0x000072e47ff0afa0, 0x000072e47ff0b0d8] Compiler: c1, Barriers: 0, Oops: 1, ImmediateOops: 0, NonImmediateOops: No
[2,586s][debug][gc,nmethod     ] Register NMethod: java.nio.HeapByteBuffer.get (0x000072e47ff0b188) [0x000072e47ff0b280, 0x000072e47ff0b6c0] Compiler: c1, Barriers: 1, Oops: 1, ImmediateOops: 1, NonImmediateOops: No
[2,587s][debug][gc,nmethod     ] Register NMethod: java.lang.Long.hashCode (0x000072e49ed33988) [0x000072e49ed33a80, 0x000072e49ed33b18] Compiler: jvmci, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[2,587s][debug][gc,nmethod     ] Register NMethod: io.brackit.query.atomic.QNm.getNamespaceURI (0x000072e49ed33c88) [0x000072e49ed33d80, 0x000072e49ed33e68] Compiler: c1, Barriers: 1, Oops: 1, ImmediateOops: 0, NonImmediateOops: No
[2,587s][debug][gc,nmethod     ] Register NMethod: it.unimi.dsi.fastutil.ints.Int2LongOpenHashMap.getOrDefault (0x000072e47ff0b708) [0x000072e47ff0b800, 0x000072e47ff0bd58] Compiler: c1, Barriers: 4, Oops: 1, ImmediateOops: 0, NonImmediateOops: No
[2,587s][debug][gc,nmethod     ] Register NMethod: com.sun.org.apache.xerces.internal.util.XMLResourceIdentifierImpl.getPublicId (0x000072e49ed33f88) [0x000072e49ed34080, 0x000072e49ed34168] Compiler: c1, Barriers: 1, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[2,587s][debug][gc,nmethod     ] Register NMethod: com.sun.org.apache.xerces.internal.util.XMLResourceIdentifierImpl.getExpandedSystemId (0x000072e49ed34288) [0x000072e49ed34380, 0x000072e49ed34468] Compiler: c1, Barriers: 1, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[2,587s][debug][gc,nmethod     ] Register NMethod: io.sirix.node.MemorySegmentBytesIn.getUnderlying (0x000072e47ff0bd88) [0x000072e47ff0be80, 0x000072e47ff0c400] Compiler: c1, Barriers: 1, Oops: 1, ImmediateOops: 0, NonImmediateOops: No
[2,587s][debug][gc,nmethod     ] Register NMethod: io.sirix.node.MemorySegmentBytesIn.getUnderlying (0x000072e47ff0c488) [0x000072e47ff0c580, 0x000072e47ff0cb68] Compiler: c1, Barriers: 1, Oops: 1, ImmediateOops: 0, NonImmediateOops: No
[2,588s][debug][gc,nmethod     ] Register NMethod: com.sun.xml.internal.stream.events.DummyEvent.setEventType (0x000072e49ed34588) [0x000072e49ed34680, 0x000072e49ed34740] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[2,588s][debug][gc,nmethod     ] Register NMethod: io.sirix.access.trx.node.AbstractNodeTrxImpl.getCurrentNode (0x000072e47ff0cb88) [0x000072e47ff0cc80, 0x000072e47ff0cff0] Compiler: c1, Barriers: 2, Oops: 1, ImmediateOops: 0, NonImmediateOops: No
[2,588s][debug][gc,nmethod     ] Register NMethod: com.sun.org.apache.xerces.internal.impl.XMLStreamReaderImpl.getEventType (0x000072e49ed34888) [0x000072e49ed34980, 0x000072e49ed34a40] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[2,588s][debug][gc,nmethod     ] Register NMethod: com.sun.org.apache.xerces.internal.impl.XMLDocumentFragmentScannerImpl.getElementQName (0x000072e47ff0d008) [0x000072e47ff0d100, 0x000072e47ff0d718] Compiler: c1, Barriers: 21, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[2,588s][debug][gc,nmethod     ] Register NMethod: com.sun.org.apache.xerces.internal.impl.XMLEntityScanner.checkBeforeLoad (0x000072e47ff0d788) [0x000072e47ff0d880, 0x000072e47ff0ddd8] Compiler: c1, Barriers: 4, Oops: 0, ImmediateOops: 1, NonImmediateOops: No
[2,588s][debug][gc,nmethod     ] Register NMethod: io.sirix.utils.XMLToken.cl (0x000072e47ff0de08) [0x000072e47ff0df00, 0x000072e47ff0e060] Compiler: c1, Barriers: 0, Oops: 1, ImmediateOops: 1, NonImmediateOops: No
[2,588s][debug][gc,nmethod     ] Register NMethod: io.sirix.utils.XMLToken.cl (0x000072e47ff0e108) [0x000072e47ff0e200, 0x000072e47ff0e3e0] Compiler: c1, Barriers: 0, Oops: 1, ImmediateOops: 1, NonImmediateOops: No
[2,588s][debug][gc,nmethod     ] Register NMethod: com.sun.org.apache.xerces.internal.util.XMLAttributesImpl.getLength (0x000072e49ed34b88) [0x000072e49ed34c80, 0x000072e49ed34d40] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[2,588s][debug][gc,nmethod     ] Register NMethod: io.sirix.utils.XMLToken.cp (0x000072e47ff0e408) [0x000072e47ff0e500, 0x000072e47ff0e938] Compiler: c1, Barriers: 0, Oops: 1, ImmediateOops: 1, NonImmediateOops: No
[2,588s][debug][gc,nmethod     ] Register NMethod: io.sirix.utils.XMLToken.isNCStartChar (0x000072e47ff0e988) [0x000072e47ff0ea80, 0x000072e47ff0f0f0] Compiler: c1, Barriers: 0, Oops: 1, ImmediateOops: 0, NonImmediateOops: No
[2,588s][debug][gc,nmethod     ] Register NMethod: io.sirix.index.path.summary.PathSummaryReader.getPathNode (0x000072e47ff0f108) [0x000072e47ff0f200, 0x000072e47ff0f900] Compiler: c1, Barriers: 1, Oops: 1, ImmediateOops: 1, NonImmediateOops: No
[2,588s][debug][gc,nmethod     ] Register NMethod: com.sun.org.apache.xerces.internal.impl.XMLEntityScanner.peekChar (0x000072e47ff0f988) [0x000072e47ff0fa80, 0x000072e47ff0ff38] Compiler: c1, Barriers: 3, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[2,589s][debug][gc,nmethod     ] Register NMethod: io.sirix.access.trx.node.xml.ForwardingXmlNodeReadOnlyTrx.getNodeKey (0x000072e47ff0ff88) [0x000072e47ff10080, 0x000072e47ff10678] Compiler: c1, Barriers: 1, Oops: 1, ImmediateOops: 0, NonImmediateOops: No
[2,589s][debug][gc,director    ] Rule Major: Warmup 10%, Used: 406MB, UsedThreshold: 1228MB
[2,589s][debug][gc,nmethod     ] Register NMethod: java.util.ArrayList.sort (0x000072e47ff10688) [0x000072e47ff10780, 0x000072e47ff108e0] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[2,589s][debug][gc,nmethod     ] Register NMethod: java.util.stream.SortedOps$RefSortingSink.begin (0x000072e47ff10988) [0x000072e47ff10a80, 0x000072e47ff11040] Compiler: c1, Barriers: 6, Oops: 0, ImmediateOops: 2, NonImmediateOops: No
[2,589s][debug][gc,nmethod     ] Register NMethod: io.sirix.node.xml.ElementNode.getLeftSiblingKey (0x000072e47ff11088) [0x000072e47ff11180, 0x000072e47ff16170] Compiler: c1, Barriers: 19, Oops: 7, ImmediateOops: 11, NonImmediateOops: No
[2,590s][debug][gc,nmethod     ] Register NMethod: java.util.stream.SortedOps$RefSortingSink.end (0x000072e47ff16208) [0x000072e47ff16300, 0x000072e47ff17f68] Compiler: c1, Barriers: 20, Oops: 1, ImmediateOops: 2, NonImmediateOops: No
[2,590s][debug][gc,nmethod     ] Register NMethod: io.sirix.node.xml.ElementNode.hasFirstChild (0x000072e47ff17f88) [0x000072e47ff18080, 0x000072e47ff1d4b8] Compiler: c1, Barriers: 19, Oops: 7, ImmediateOops: 12, NonImmediateOops: No
[2,590s][debug][gc,nmethod     ] Register NMethod: io.sirix.node.xml.ElementNode.getDescendantCount (0x000072e47ff1d508) [0x000072e47ff1d600, 0x000072e47ff20e78] Compiler: c1, Barriers: 7, Oops: 6, ImmediateOops: 10, NonImmediateOops: No
[2,592s][debug][gc,nmethod     ] Register NMethod: io.sirix.page.PageReference.getDatabaseId (0x000072e49ed34e88) [0x000072e49ed34f80, 0x000072e49ed35040] Compiler: c1, Barriers: 0, Oops: 1, ImmediateOops: 0, NonImmediateOops: No
[2,592s][debug][gc,nmethod     ] Register NMethod: io.sirix.page.PageReference.getResourceId (0x000072e49ed35188) [0x000072e49ed35280, 0x000072e49ed35340] Compiler: c1, Barriers: 0, Oops: 1, ImmediateOops: 0, NonImmediateOops: No
[2,592s][debug][gc,nmethod     ] Register NMethod: java.lang.invoke.VarHandleLongs$FieldInstanceReadWrite.compareAndSet (0x000072e47ff20f08) [0x000072e47ff21000, 0x000072e47ff21a40] Compiler: c1, Barriers: 1, Oops: 1, ImmediateOops: 0, NonImmediateOops: No
[2,592s][debug][gc,nmethod     ] Register NMethod: com.github.benmanes.caffeine.cache.AccessOrderDeque.contains (0x000072e47ff21a88) [0x000072e47ff21b80, 0x000072e47ff22178] Compiler: c1, Barriers: 1, Oops: 1, ImmediateOops: 0, NonImmediateOops: No
[2,592s][debug][gc,nmethod     ] Register NMethod: java.util.concurrent.ForkJoinTask.setNoUserHelp (0x000072e47ff22188) [0x000072e47ff22280, 0x000072e47ff22390] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[2,592s][debug][gc,nmethod     ] Register NMethod: java.util.concurrent.CompletableFuture.<init> (0x000072e47ff22488) [0x000072e47ff22580, 0x000072e47ff226d8] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[2,592s][debug][gc,nmethod     ] Register NMethod: java.util.concurrent.ConcurrentLinkedDeque.updateHead (0x000072e47ff22788) [0x000072e47ff22880, 0x000072e47ff22f80] Compiler: c1, Barriers: 6, Oops: 1, ImmediateOops: 1, NonImmediateOops: No
[2,593s][debug][gc,nmethod     ] Register NMethod: java.util.concurrent.ConcurrentLinkedDeque.updateTail (0x000072e47ff23008) [0x000072e47ff23100, 0x000072e47ff23800] Compiler: c1, Barriers: 6, Oops: 1, ImmediateOops: 1, NonImmediateOops: No
[2,593s][debug][gc,nmethod     ] Register NMethod: io.sirix.node.HashEntryNode.getKind (0x000072e47ff23888) [0x000072e47ff23980, 0x000072e47ff23a88] Compiler: c1, Barriers: 0, Oops: 1, ImmediateOops: 1, NonImmediateOops: No
[2,593s][debug][gc,nmethod     ] Register NMethod: io.sirix.node.HashEntryNode.getKind (0x000072e47ff23b88) [0x000072e47ff23c80, 0x000072e47ff23fa0] Compiler: c1, Barriers: 0, Oops: 1, ImmediateOops: 1, NonImmediateOops: No
[2,593s][debug][gc,nmethod     ] Register NMethod: java.util.concurrent.ConcurrentLinkedDeque.skipDeletedSuccessors (0x000072e47ff24008) [0x000072e47ff24100, 0x000072e47ff25e30] Compiler: c1, Barriers: 11, Oops: 5, ImmediateOops: 11, NonImmediateOops: No
[2,593s][debug][gc,nmethod     ] Register NMethod: io.sirix.node.MemorySegmentBytesOut.writeInt (0x000072e49ed35488) [0x000072e49ed35580, 0x000072e49ed35a10] Compiler: jvmci, Barriers: 7, Oops: 1, ImmediateOops: 0, NonImmediateOops: No
[2,593s][debug][gc,nmethod     ] Register NMethod: java.util.concurrent.ConcurrentLinkedDeque.skipDeletedPredecessors (0x000072e47ff25e88) [0x000072e47ff25f80, 0x000072e47ff27cb0] Compiler: c1, Barriers: 11, Oops: 5, ImmediateOops: 11, NonImmediateOops: No
[2,593s][debug][gc,nmethod     ] Register NMethod: io.sirix.node.HashCountEntryNode.<init> (0x000072e47ff27d08) [0x000072e47ff27e00, 0x000072e47ff27f60] Compiler: c1, Barriers: 0, Oops: 1, ImmediateOops: 0, NonImmediateOops: No
[2,593s][debug][gc,nmethod     ] Register NMethod: java.util.concurrent.ConcurrentHashMap.size (0x000072e47ff28008) [0x000072e47ff28100, 0x000072e47ff284d0] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[2,594s][debug][gc,nmethod     ] Register NMethod: java.util.ArrayList.toArray (0x000072e47ff28508) [0x000072e47ff28600, 0x000072e47ff28e78] Compiler: c1, Barriers: 6, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[2,595s][debug][gc,nmethod     ] Register NMethod: java.util.stream.Nodes$SpinedNodeBuilder.build (0x000072e47ff28e88) [0x000072e47ff28f80, 0x000072e47ff29090] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[2,595s][debug][gc,nmethod     ] Register NMethod: java.util.stream.Nodes$SpinedNodeBuilder.copyInto (0x000072e47ff29188) [0x000072e47ff29280, 0x000072e47ff293c0] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[2,595s][debug][gc,nmethod     ] Register NMethod: java.util.stream.Nodes$SpinedNodeBuilder.begin (0x000072e47ff29488) [0x000072e47ff29580, 0x000072e47ff29a98] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[2,595s][debug][gc,nmethod     ] Register NMethod: java.util.stream.Nodes$SpinedNodeBuilder.end (0x000072e47ff29b08) [0x000072e47ff29c00, 0x000072e47ff29d18] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[2,595s][debug][gc,nmethod     ] Register NMethod: java.util.stream.Nodes$SpinedNodeBuilder.asArray (0x000072e47ff29e08) [0x000072e47ff29f00, 0x000072e47ff2a040] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[2,595s][debug][gc,nmethod     ] Register NMethod: java.util.stream.SpinedBuffer.copyInto (0x000072e47ff2a108) [0x000072e47ff2a200, 0x000072e47ff2adf8] Compiler: c1, Barriers: 7, Oops: 0, ImmediateOops: 1, NonImmediateOops: No
[2,595s][debug][gc,nmethod     ] Register NMethod: java.util.stream.SpinedBuffer.asArray (0x000072e47ff2ae08) [0x000072e47ff2af00, 0x000072e47ff2b9f0] Compiler: c1, Barriers: 1, Oops: 0, ImmediateOops: 1, NonImmediateOops: No
[2,595s][debug][gc,nmethod     ] Register NMethod: java.util.BitSet.get (0x000072e49ed35a88) [0x000072e49ed35b80, 0x000072e49ed35d08] Compiler: jvmci, Barriers: 1, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[2,597s][debug][gc,nmethod     ] Register NMethod: com.github.benmanes.caffeine.cache.PSMW.getPolicyWeight (0x000072e49ed35d88) [0x000072e49ed35e80, 0x000072e49ed35f40] Compiler: c1, Barriers: 0, Oops: 1, ImmediateOops: 0, NonImmediateOops: No
[2,597s][debug][gc,nmethod     ] Register NMethod: io.sirix.io.AbstractForwardingReader.read (0x000072e47ff2ba08) [0x000072e47ff2bb00, 0x000072e47ff2bcb0] Compiler: c1, Barriers: 1, Oops: 1, ImmediateOops: 0, NonImmediateOops: No
[2,597s][debug][gc,nmethod     ] Register NMethod: java.util.concurrent.ForkJoinTask$RunnableExecuteAction.compute (0x000072e47ff2bd08) [0x000072e47ff2be00, 0x000072e47ff2c150] Compiler: c1, Barriers: 1, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[2,597s][debug][gc,nmethod     ] Register NMethod: java.util.concurrent.ForkJoinPool.poolIsStopping (0x000072e47ff2c188) [0x000072e47ff2c280, 0x000072e47ff2c3f8] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[2,597s][debug][gc,nmethod     ] Register NMethod: java.util.concurrent.ForkJoinTask$RunnableExecuteAction.setRawResult (0x000072e47ff2c488) [0x000072e47ff2c580, 0x000072e47ff2c680] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[2,598s][debug][gc,nmethod     ] Register NMethod: java.util.concurrent.ForkJoinTask$RunnableExecuteAction.compute (0x000072e47ff2c788) [0x000072e47ff2c880, 0x000072e47ff2cde0] Compiler: c1, Barriers: 1, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[2,598s][debug][gc,nmethod     ] Register NMethod: java.util.concurrent.ForkJoinTask$RunnableExecuteAction.setRawResult (0x000072e47ff2ce08) [0x000072e47ff2cf00, 0x000072e47ff2d418] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[2,598s][debug][gc,nmethod     ] Register NMethod: com.github.benmanes.caffeine.cache.BoundedLocalCache.evictFromWindow (0x000072e47ff2d488) [0x000072e47ff2d580, 0x000072e47ff30658] Compiler: c1, Barriers: 1, Oops: 1, ImmediateOops: 0, NonImmediateOops: No
[2,598s][debug][gc,nmethod     ] Register NMethod: com.github.benmanes.caffeine.cache.BoundedLocalCache.performCleanUp (0x000072e47ff30688) [0x000072e47ff30780, 0x000072e47ff324b0] Compiler: c1, Barriers: 8, Oops: 1, ImmediateOops: 0, NonImmediateOops: No
[2,598s][debug][gc,nmethod     ] Register NMethod: com.github.benmanes.caffeine.cache.BoundedLocalCache.drainWriteBuffer (0x000072e47ff32508) [0x000072e47ff32600, 0x000072e47ff33dc8] Compiler: c1, Barriers: 1, Oops: 6, ImmediateOops: 6, NonImmediateOops: No
[2,598s][debug][gc,nmethod     ] Register NMethod: java.util.concurrent.ForkJoinTask$InterruptibleTask.exec (0x000072e47ff33e08) [0x000072e47ff33f00, 0x000072e47ff36418] Compiler: c1, Barriers: 13, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[2,598s][debug][gc,nmethod     ] Register NMethod: com.github.benmanes.caffeine.cache.BoundedLocalCache.drainKeyReferences (0x000072e47ff36488) [0x000072e47ff36580, 0x000072e47ff368a8] Compiler: c1, Barriers: 0, Oops: 1, ImmediateOops: 0, NonImmediateOops: No
[2,598s][debug][gc,nmethod     ] Register NMethod: com.github.benmanes.caffeine.cache.BoundedLocalCache.drainValueReferences (0x000072e47ff36908) [0x000072e47ff36a00, 0x000072e47ff36d28] Compiler: c1, Barriers: 0, Oops: 1, ImmediateOops: 0, NonImmediateOops: No
[2,598s][debug][gc,nmethod     ] Register NMethod: com.github.benmanes.caffeine.cache.BoundedLocalCache.expireAfterAccessEntries (0x000072e47ff36d88) [0x000072e47ff36e80, 0x000072e47ff371a8] Compiler: c1, Barriers: 0, Oops: 1, ImmediateOops: 0, NonImmediateOops: No
[2,598s][debug][gc,nmethod     ] Register NMethod: com.github.benmanes.caffeine.cache.BoundedLocalCache.drainReadBuffer (0x000072e47ff37208) [0x000072e47ff37300, 0x000072e47ff37fe8] Compiler: c1, Barriers: 3, Oops: 1, ImmediateOops: 0, NonImmediateOops: No
[2,598s][debug][gc,nmethod     ] Register NMethod: com.github.benmanes.caffeine.cache.BoundedLocalCache.expireAfterWriteEntries (0x000072e47ff38008) [0x000072e47ff38100, 0x000072e47ff38428] Compiler: c1, Barriers: 0, Oops: 1, ImmediateOops: 0, NonImmediateOops: No
[2,598s][debug][gc,nmethod     ] Register NMethod: com.github.benmanes.caffeine.cache.BoundedLocalCache.expireVariableEntries (0x000072e47ff38488) [0x000072e47ff38580, 0x000072e47ff388a8] Compiler: c1, Barriers: 0, Oops: 1, ImmediateOops: 0, NonImmediateOops: No
[2,598s][debug][gc,nmethod     ] Register NMethod: java.util.ImmutableCollections$ListItr.hasNext (0x000072e49ed36088) [0x000072e49ed36180, 0x000072e49ed36210] Compiler: jvmci, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[2,598s][debug][gc,nmethod     ] Register NMethod: com.github.benmanes.caffeine.cache.BoundedLocalCache.evictEntries (0x000072e47ff38908) [0x000072e47ff38a00, 0x000072e47ff39148] Compiler: c1, Barriers: 0, Oops: 1, ImmediateOops: 0, NonImmediateOops: No
[2,599s][debug][gc,nmethod     ] Register NMethod: com.github.benmanes.caffeine.cache.BoundedLocalCache.expireEntries (0x000072e47ff39188) [0x000072e47ff39280, 0x000072e47ff3a0f0] Compiler: c1, Barriers: 0, Oops: 1, ImmediateOops: 1, NonImmediateOops: No
[2,599s][debug][gc,nmethod     ] Register NMethod: com.github.benmanes.caffeine.cache.BoundedLocalCache.climb (0x000072e47ff3a108) [0x000072e47ff3a200, 0x000072e47ff3b000] Compiler: c1, Barriers: 0, Oops: 1, ImmediateOops: 0, NonImmediateOops: No
[2,599s][debug][gc,nmethod     ] Register NMethod: org.magicwerk.brownies.collections.GapList.get (0x000072e49ed36388) [0x000072e49ed36480, 0x000072e49ed36680] Compiler: jvmci, Barriers: 3, Oops: 1, ImmediateOops: 0, NonImmediateOops: No
[2,599s][debug][gc,director    ] Rule Major: Warmup 10%, Used: 410MB, UsedThreshold: 1228MB
[2,599s][debug][gc,nmethod     ] Register NMethod: com.github.benmanes.caffeine.cache.BoundedLocalCache.demoteFromMainProtected (0x000072e47ff3b088) [0x000072e47ff3b180, 0x000072e47ff3d8f0] Compiler: c1, Barriers: 1, Oops: 1, ImmediateOops: 0, NonImmediateOops: No
[2,599s][debug][gc,nmethod     ] Register NMethod: com.github.benmanes.caffeine.cache.BoundedLocalCache.determineAdjustment (0x000072e47ff3d908) [0x000072e47ff3da20, 0x000072e47ff402c0] Compiler: c1, Barriers: 1, Oops: 1, ImmediateOops: 0, NonImmediateOops: No
[2,599s][debug][gc,nmethod     ] Register NMethod: com.github.benmanes.caffeine.cache.BoundedLocalCache.rescheduleCleanUpIfIncomplete (0x000072e47ff40308) [0x000072e47ff40400, 0x000072e47ff419d0] Compiler: c1, Barriers: 1, Oops: 6, ImmediateOops: 7, NonImmediateOops: No
[2,599s][debug][gc,nmethod     ] Register NMethod: io.sirix.cache.ShardedPageCache.get (0x000072e47ff41a08) [0x000072e47ff41b00, 0x000072e47ff424f0] Compiler: c1, Barriers: 1, Oops: 1, ImmediateOops: 0, NonImmediateOops: No
[2,599s][debug][gc,nmethod     ] Register NMethod: io.sirix.cache.ShardedPageCache.get (0x000072e47ff42508) [0x000072e47ff42600, 0x000072e47ff42bd8] Compiler: c1, Barriers: 1, Oops: 1, ImmediateOops: 0, NonImmediateOops: No
[2,599s][debug][gc,nmethod     ] Register NMethod: io.sirix.access.trx.page.NodeStorageEngineReader$PageFragmentsResult.originalKeys (0x000072e49ed36708) [0x000072e49ed36800, 0x000072e49ed368e8] Compiler: c1, Barriers: 1, Oops: 1, ImmediateOops: 0, NonImmediateOops: No
[2,599s][debug][gc,nmethod     ] Register NMethod: io.sirix.access.trx.page.NodeStorageEngineReader$PageFragmentsResult.storageKeyForFirstFragment (0x000072e49ed36a08) [0x000072e49ed36b00, 0x000072e49ed36bc0] Compiler: c1, Barriers: 0, Oops: 1, ImmediateOops: 0, NonImmediateOops: No
[2,599s][debug][gc,nmethod     ] Register NMethod: com.github.benmanes.caffeine.cache.BoundedLocalCache.maintenance (0x000072e47ff42c08) [0x000072e47ff42d00, 0x000072e47ff4b868] Compiler: c1, Barriers: 3, Oops: 9, ImmediateOops: 40, NonImmediateOops: No
[2,600s][debug][gc,nmethod     ] Register NMethod: io.sirix.axis.pathsummary.AbstractAxis.hasNext (0x000072e47ff4b908) [0x000072e47ff4ba00, 0x000072e47ff4c0a8] Compiler: c1, Barriers: 2, Oops: 1, ImmediateOops: 1, NonImmediateOops: No
[2,600s][debug][gc,nmethod     ] Register NMethod: com.github.benmanes.caffeine.cache.BoundedLocalCache.evictFromMain (0x000072e47ff4c108) [0x000072e47ff4c200, 0x000072e47ff57a48] Compiler: c1, Barriers: 8, Oops: 8, ImmediateOops: 46, NonImmediateOops: No
[2,601s][debug][gc,nmethod     ] Register NMethod: java.util.regex.Matcher.getTextLength (0x000072e47ff57b08) [0x000072e47ff57c00, 0x000072e47ff57f40] Compiler: c1, Barriers: 1, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
